Outlet_ID,Outlet_Name,Records,Average_Employees,Average_Productivity_Score,Average_Attendance_Rate,Average_Staff_Performance_Score,Top_Performer_Months,Needs_Improvement_Months,Balanced_Months,Understaffed_Months,Overstaffed_Months,Latest_Month,Latest_Staff_Performance_Score,Latest_Staff_Category,Latest_Scheduling_Status,Workforce_Category,Workforce_Alert_Level,Workforce_Insight,Workforce_Recommendation
OUT0082,Franchise Outlet 0082,40,20.0,98.1,95.2,93.51,34,0,0,40,0,2026-04-01,94.59,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.5/100 with 95.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0083,Franchise Outlet 0083,40,19.0,79.37,95.26,84.35,0,0,5,35,0,2026-04-01,83.9,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 84.3/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0084,Franchise Outlet 0084,40,21.0,42.96,93.41,61.99,0,40,0,0,40,2026-04-01,63.78,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 62.0/100 with 93.4% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0085,Franchise Outlet 0085,40,19.0,88.78,94.74,88.1,8,0,0,40,0,2026-04-01,87.35,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 88.1/100 with 94.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0086,Franchise Outlet 0086,40,12.0,100.0,95.35,94.62,39,0,0,40,0,2026-04-01,95.74,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.6/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0087,Franchise Outlet 0087,40,18.0,86.62,94.55,85.88,3,0,0,40,0,2026-04-01,85.54,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 85.9/100 with 94.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0088,Franchise Outlet 0088,40,17.0,71.39,92.74,75.09,0,0,19,21,0,2026-04-01,79.5,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 75.1/100 with 92.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0089,Franchise Outlet 0089,40,13.0,51.55,93.34,65.99,0,25,0,1,39,2026-04-01,65.54,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 66.0/100 with 93.3% attendance. The latest workforce schedule is overstaffed, and 25 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0090,Franchise Outlet 0090,40,23.0,50.57,92.82,64.69,0,32,0,0,40,2026-04-01,64.76,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 64.7/100 with 92.8% attendance. The latest workforce schedule is overstaffed, and 32 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0091,Franchise Outlet 0091,40,19.0,100.0,94.87,93.71,40,0,0,40,0,2026-04-01,92.29,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.7/100 with 94.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0092,Franchise Outlet 0092,40,24.0,39.49,92.65,58.33,0,39,0,0,40,2026-04-01,59.24,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 58.3/100 with 92.7% attendance. The latest workforce schedule is overstaffed, and 39 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0093,Franchise Outlet 0093,40,21.0,43.17,93.29,61.64,0,40,0,0,40,2026-04-01,63.93,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 61.6/100 with 93.3% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0094,Franchise Outlet 0094,40,33.0,32.06,92.73,55.27,0,40,0,0,40,2026-04-01,55.85,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 55.3/100 with 92.7% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0095,Franchise Outlet 0095,40,17.0,57.71,94.75,72.27,0,0,6,0,34,2026-04-01,71.77,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 72.3/100 with 94.8% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0096,Franchise Outlet 0096,40,15.0,98.68,95.62,95.14,38,0,0,40,0,2026-04-01,97.16,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.1/100 with 95.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0097,Franchise Outlet 0097,40,22.0,70.24,94.48,77.89,0,0,26,13,1,2026-04-01,80.93,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 77.9/100 with 94.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0098,Franchise Outlet 0098,40,22.0,44.94,92.38,61.1,0,40,0,0,40,2026-04-01,63.08,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 61.1/100 with 92.4% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0099,Franchise Outlet 0099,40,12.0,100.0,94.36,92.96,35,0,0,40,0,2026-04-01,92.83,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.0/100 with 94.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0100,Franchise Outlet 0100,40,17.0,99.94,94.05,91.99,29,0,0,40,0,2026-04-01,91.42,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.0/100 with 94.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0101,Franchise Outlet 0101,40,20.0,62.54,94.92,75.26,0,0,24,0,16,2026-04-01,74.98,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 75.3/100 with 94.9% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0102,Franchise Outlet 0102,40,15.0,88.16,93.12,84.05,0,0,0,40,0,2026-04-01,87.19,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 84.0/100 with 93.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0103,Franchise Outlet 0103,40,16.0,100.0,95.59,96.0,40,0,0,40,0,2026-04-01,95.0,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 96.0/100 with 95.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0104,Franchise Outlet 0104,40,20.0,75.18,93.94,79.45,0,0,12,27,1,2026-04-01,79.04,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 79.5/100 with 93.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0105,Franchise Outlet 0105,40,25.0,70.71,94.66,78.7,0,0,22,16,2,2026-04-01,80.03,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 78.7/100 with 94.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0106,Franchise Outlet 0106,40,15.0,95.79,95.26,92.97,31,0,0,40,0,2026-04-01,92.88,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.0/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0107,Franchise Outlet 0107,40,16.0,68.0,94.44,77.25,0,0,29,10,1,2026-04-01,78.26,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 77.2/100 with 94.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0108,Franchise Outlet 0108,40,6.0,100.0,94.48,92.64,35,0,0,40,0,2026-04-01,92.19,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.6/100 with 94.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0109,Franchise Outlet 0109,40,16.0,99.87,94.12,92.4,33,0,0,40,0,2026-04-01,95.25,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.4/100 with 94.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0110,Franchise Outlet 0110,40,12.0,100.0,93.9,91.63,27,0,0,40,0,2026-04-01,92.1,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.6/100 with 93.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0111,Franchise Outlet 0111,40,9.0,100.0,94.95,94.02,39,0,0,40,0,2026-04-01,97.94,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.0/100 with 94.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0112,Franchise Outlet 0112,40,18.0,64.46,95.36,76.6,0,0,30,0,10,2026-04-01,79.55,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 76.6/100 with 95.4% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0113,Franchise Outlet 0113,40,26.0,35.47,93.92,59.54,0,40,0,0,40,2026-04-01,59.78,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 59.5/100 with 93.9% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0114,Franchise Outlet 0114,40,24.0,36.09,94.41,60.82,0,40,0,0,40,2026-04-01,60.88,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 60.8/100 with 94.4% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0115,Franchise Outlet 0115,40,4.0,100.0,93.22,90.12,8,0,0,40,0,2026-04-01,90.32,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 90.1/100 with 93.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0116,Franchise Outlet 0116,40,24.0,94.83,94.92,91.55,26,0,0,39,1,2026-04-01,97.0,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.6/100 with 94.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0117,Franchise Outlet 0117,40,15.0,62.81,92.62,70.67,0,1,24,0,16,2026-04-01,75.95,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 70.7/100 with 92.6% attendance. The latest workforce schedule is balanced, and 1 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
