Outlet_ID,Records,Total_Marketing_Spend,Total_Sales_Revenue,Total_Orders,Average_Conversion_Rate,Revenue_Per_Marketing_Rupee,Marketing_Spend_Percentage,Marketing_Category,Alert_Level,Marketing_Insights,Recommendations,Marketing_Effectiveness_Score,Effectiveness_Category,Campaign_Records,Total_Marketing_Reach,Total_Marketing_Conversions,Average_Campaign_ROI,High_Performing_Campaigns,Needs_Improvement_Campaigns,Primary_Campaign_Type,Customer_Engagement_Rate,Campaign_Performance_Category,Marketing_Effectiveness_Insight,Marketing_Effectiveness_Recommendation
OUT0049,39,6358054.98,130272028.36,111982.0,24.71,20.49,4.88,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,67.84,Moderate,40,144512,18030,2.57,21,3,Digital Campaign,12.48,High Performing,"Marketing effectiveness is 67.8/100 (Moderate). Campaign ROI averages 2.57, with 12.48% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0050,40,922172.74,18617709.24,20202.0,7.92,20.19,4.95,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",42.9,Moderate,40,52342,1931,1.17,4,20,Digital Campaign,3.69,Needs Improvement,"Marketing effectiveness is 42.9/100 (Moderate). Campaign ROI averages 1.17, with 3.69% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0051,39,6981657.84,137250340.21,99931.0,21.26,19.66,5.09,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,62.2,Moderate,40,150737,16095,2.48,16,0,Digital Campaign,10.68,High Performing,"Marketing effectiveness is 62.2/100 (Moderate). Campaign ROI averages 2.48, with 10.68% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0052,38,1133036.32,22420709.73,41192.0,26.52,19.79,5.05,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,60.07,Moderate,40,35630,4329,1.19,4,23,Digital Campaign,12.15,Needs Improvement,"Marketing effectiveness is 60.1/100 (Moderate). Campaign ROI averages 1.19, with 12.15% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0053,39,930090.24,19470959.39,41854.0,16.0,20.93,4.78,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",53.35,Moderate,40,55352,4158,1.33,6,21,Digital Campaign,7.51,Needs Improvement,"Marketing effectiveness is 53.4/100 (Moderate). Campaign ROI averages 1.33, with 7.51% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0054,37,1921802.34,35019072.98,29860.0,12.93,18.22,5.49,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",44.85,Moderate,40,59096,3747,1.35,7,23,Digital Campaign,6.34,Needs Improvement,"Marketing effectiveness is 44.9/100 (Moderate). Campaign ROI averages 1.35, with 6.34% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0055,38,2584834.75,57138370.74,32041.0,16.0,22.11,4.52,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",54.19,Moderate,40,52949,4202,2.03,11,2,Digital Campaign,7.94,Moderate,"Marketing effectiveness is 54.2/100 (Moderate). Campaign ROI averages 2.03, with 7.94% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0056,40,2495877.16,49429028.48,44585.0,17.18,19.8,5.05,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",52.73,Moderate,40,63840,5461,1.69,8,13,Digital Campaign,8.55,Moderate,"Marketing effectiveness is 52.7/100 (Moderate). Campaign ROI averages 1.69, with 8.55% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0057,37,1635595.33,32770151.16,71399.0,18.04,20.04,4.99,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,56.9,Moderate,40,97160,8418,1.4,5,19,Digital Campaign,8.66,Moderate,"Marketing effectiveness is 56.9/100 (Moderate). Campaign ROI averages 1.40, with 8.66% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0058,40,1444425.31,29713698.83,44746.0,20.1,20.57,4.86,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,56.46,Moderate,40,48808,4687,1.43,6,19,Digital Campaign,9.6,Moderate,"Marketing effectiveness is 56.5/100 (Moderate). Campaign ROI averages 1.43, with 9.60% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0059,37,2240055.1,44415253.08,73668.0,27.16,19.83,5.04,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,64.39,Moderate,40,71611,9530,1.72,9,11,Digital Campaign,13.31,Moderate,"Marketing effectiveness is 64.4/100 (Moderate). Campaign ROI averages 1.72, with 13.31% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0060,39,2431219.55,44708258.52,67841.0,18.72,18.39,5.44,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,54.29,Moderate,40,91392,8429,1.39,2,15,Digital Campaign,9.22,Moderate,"Marketing effectiveness is 54.3/100 (Moderate). Campaign ROI averages 1.39, with 9.22% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0061,38,7605510.25,161117782.74,101667.0,29.09,21.18,4.72,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,71.48,Moderate,40,114603,16745,2.89,21,1,Digital Campaign,14.61,High Performing,"Marketing effectiveness is 71.5/100 (Moderate). Campaign ROI averages 2.89, with 14.61% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0062,39,686802.96,14231407.94,29344.0,23.41,20.72,4.83,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,57.71,Moderate,40,26353,2781,1.12,4,21,Digital Campaign,10.55,Needs Improvement,"Marketing effectiveness is 57.7/100 (Moderate). Campaign ROI averages 1.12, with 10.55% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0063,37,3588735.13,69624314.76,49158.0,17.85,19.4,5.15,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,53.13,Moderate,40,84344,7575,1.93,12,3,Digital Campaign,8.98,Moderate,"Marketing effectiveness is 53.1/100 (Moderate). Campaign ROI averages 1.93, with 8.98% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0064,39,2177924.38,41237816.43,49883.0,20.29,18.93,5.28,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,54.46,Moderate,40,60633,6044,1.45,6,19,Digital Campaign,9.97,Moderate,"Marketing effectiveness is 54.5/100 (Moderate). Campaign ROI averages 1.45, with 9.97% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
